exp;tau;sigma;rho;delta;gamma1;gamma2;sbeta;order_beta;smu;order_mu;initial_day;final_day;hmax;psi;x0;bounds;algorithm;E0;I0;A0;Q0;S0;R0;D0;T0;alpha;beta;mu;obj;time
37;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;3;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7534713760150178;[0.2        0.0591199  0.1702428  0.10621385];[0.01080114 0.01913291 0.00646399];2.5052637931161756e-05;29.953040838241577
38;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;3;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7372451947953914;[0.2        0.06846029 0.15917776 0.12437558];[0.01498349 0.01712237 0.01105861];2.5656732542101905e-05;26.784778118133545
39;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;4;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7414647305579835;[0.2        0.06994026 0.15776332 0.12125239];[0.00610499 0.01660059 0.01076238 0.005     ];2.5821256109912875e-05;42.52898335456848
40;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;4;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7429585499757176;[0.2        0.06758211 0.16015275 0.12179955];[0.00900956 0.01849991 0.01169384 0.00554178];2.0522857375746504e-05;22.612101316452026
41;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;4;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.744077511783039;[0.2        0.06898516 0.16444254 0.1050538 ];[0.01400327 0.0177711  0.01202029 0.00679058];2.2266911762963435e-05;47.036906003952026
42;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;1;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7426744877734074;[0.2        0.06902488 0.15873457 0.12247871];[0.01576603 0.01711143 0.01361715 0.00800607];2.312777586288245e-05;43.57874655723572
43;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;3;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8943853428889581;[0.1423411  0.07007295 0.09770302 0.13043256];[0.01045278 0.0140938  0.00564889];8.6228096710183e-06;21.011457443237305
44;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;3;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8917623412861316;[0.14124696 0.07000924 0.09966648 0.13075857];[0.01105334 0.01534283 0.0078052 ];6.696068021265312e-06;26.2582106590271
45;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;3;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8898513549061555;[0.14138178 0.07082835 0.10029066 0.12976182];[0.01324129 0.01441477 0.01073473];5.424729720685067e-06;32.51150345802307
46;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8880623139637069;[0.14296308 0.0734494  0.10066283 0.126404  ];[0.00777143 0.01444476 0.01062099 0.0051004 ];1.9337480406373237e-06;33.909684896469116
47;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8882575194279083;[0.14234247 0.07308269 0.10179583 0.12653275];[0.00961929 0.0159143  0.01024667 0.0067946 ];1.352812355903156e-06;30.321712017059326
48;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.884520150050615;[0.14334379 0.07401077 0.09935162 0.12670718];[0.01292234 0.0151874  0.01115405 0.00762351];1.9472502127642357e-06;38.06965160369873
49;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8900176460147724;[0.14281571 0.07581307 0.10771628 0.11429391];[0.01459209 0.01460392 0.01128907 0.00724152];4.831648911821274e-06;21.165185928344727
50;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;3;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8968616236791289;[0.12159746 0.07598123 0.0815206  0.119451  ];[0.01067001 0.0137279  0.00610749];9.756050229142924e-06;42.52295160293579
51;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;3;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8972925879444521;[0.1213061  0.07597893 0.0819319  0.1200619 ];[0.01120027 0.01477239 0.00804284];7.401757061798253e-06;47.725878953933716
52;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;3;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8967113865925176;[0.12119318 0.07639999 0.08254928 0.12008782];[0.01304397 0.0139837  0.01075187];5.577273569767252e-06;36.04530167579651
53;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8974197328349577;[0.11699213 0.07928878 0.08687214 0.10767992];[0.00733519 0.01411606 0.01025295 0.00890884];1.2895365322874996e-05;33.92574620246887
54;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8954096958109959;[0.12130163 0.07897034 0.08560476 0.11943577];[0.00979867 0.01567346 0.01001976 0.00711629];1.5215078498385425e-06;50.02548360824585
55;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8955489439652502;[0.12200649 0.07910102 0.08503949 0.11876972];[0.01295273 0.01494217 0.01088094 0.00763204];2.032441918756947e-06;39.9929461479187
56;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8960241799101356;[0.12194436 0.07888894 0.08488795 0.11896943];[0.013972   0.0143717  0.01184833 0.00821151];2.4436618301985223e-06;45.968791246414185
57;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8882575194279083;[0.14234247 0.07308269 0.10179583 0.12653275];[0.00961929 0.0159143  0.01024667 0.0067946 ];1.352812355903156e-06;33.687636852264404
58;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8960241799101356;[0.12194436 0.07888894 0.08488795 0.11896943];[0.013972   0.0143717  0.01184833 0.00821151];2.4436618301985223e-06;46.069321632385254
59;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;2;4;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8882575194279083;[0.14234247 0.07308269 0.10179583 0.12653275];[0.00961929 0.0159143  0.01024667 0.0067946 ];1.352812355903156e-06;33.9871187210083
60;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;0;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8970395318140245;[0.12206565 0.07902745 0.08497192 0.11871412];[0.012 0.012 0.011 0.009];1.0081133928654934e-06;19.10740065574646
61;0.2710027100271003;0.4878048780487803;0.0;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.897900720058445;[0.12363909 0.08255872 0.08740924 0.1147499 ];[0.01449154 0.0143264  0.01110806 0.00728739];3.638404338963141e-06;29.707877159118652
62;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8960241799101356;[0.12194436 0.07888894 0.08488795 0.11896943];[0.013972   0.0143717  0.01184833 0.00821151];2.4436618301985223e-06;39.397093534469604
63;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.11, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8996374567084189;[0.11995748 0.07588326 0.08205428 0.1164263 ];[0.01372751 0.0146881  0.01247264 0.00890649];3.4392664095475736e-06;39.47450661659241
64;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.12, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.9001097577212985;[0.11722881 0.07739108 0.087383   0.12082074];[0.01408847 0.0151368  0.01259573 0.00861362];3.0634277011940855e-06;33.733169078826904
65;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.08, 0.13, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.901665406668226;[0.11682925 0.07914583 0.09095829 0.12399982];[0.01437858 0.01517585 0.01224336 0.00793917];2.951220459971091e-06;78.0065290927887
66;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.012, 0.012, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8997650286300591;[0.11577673 0.07780808 0.08982779 0.12368464];[0.01410495 0.01528752 0.01277257 0.00869677];3.052651510759664e-06;29.333489179611206
67;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8997848609154795;[0.115965   0.07785776 0.08980981 0.12385999];[0.01420699 0.01523421 0.01249155 0.00826479];3.007032628459453e-06;32.4257390499115
68;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;4;3;4;3;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8997848609154795;[0.115965   0.07785776 0.08980981 0.12385999];[0.01420699 0.01523421 0.01249155 0.00826479];3.007032628459453e-06;30.442546844482422
69;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;3;0;3;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7269415670237361;[0.2        0.1127285  0.14707413];[0.02       0.02       0.00717266];5.4426622254668396e-05;29.572192907333374
70;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;3;0;3;1;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7294900133802436;[0.2        0.11473705 0.14704273];[0.02       0.02       0.01056423];5.13077172116411e-05;31.8311665058136
71;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;3;0;3;2;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.7233881301863413;[0.2        0.11192346 0.15135751];[0.02       0.02       0.01553452];5.359694316989788e-05;52.02425765991211
72;0.2710027100271003;0.4878048780487803;1e-05;0.01;0.13333333333333333;0.07462686567164178;3;0;4;0;2020-03-16;2020-07-31;0.2;119.57105679155784;[0.9, 0.11, 0.08, 0.09, 0.12, 0.015, 0.015, 0.011, 0.009];[(0.7, 0.95), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.05, 0.2), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02), (0.005, 0.02)];L-BFGS-B;0.0003671042794807863;0.0001541564655967726;0.00019710430492684148;7.46234552115694e-05;0.9990277305122481;0.000179238338612712;4.264392324093816e-08;0.0001047334754797;0.8237153972591711;[0.2        0.12692341 0.10295744];[0.01999937 0.01999939 0.00887069 0.005     ];7.292841734486619e-05;24.214503288269043
