seed;obj;alpha;beta;mu;sigmaT;sigmaD;x0
48612;4.153204702100667e-06;0.8762226202153698;[0.14290784 0.07597308 0.1009551  0.1252008 ];[0.00980386 0.01633604 0.01004294 0.00682058];8.708270697681476e-11;6.834494640739641e-13;[0.7625959  0.18143837 0.0948635  0.19454797 0.19541377 0.0050059 0.01987381 0.00527673 0.01681162]
54661;4.2447875585099e-06;0.9104701021546382;[0.14390047 0.06992039 0.09982801 0.12742787];[0.01013865 0.01548001 0.01054431 0.00724703];8.708270697681476e-11;6.834494640739641e-13;[0.80708739 0.17225994 0.17349677 0.18598667 0.17073705 0.01630853 0.01290236 0.00786704 0.01813237]
15464;4.606259016515499e-06;0.9258874509969288;[0.145945   0.06959314 0.1034742  0.13075496];[0.01057568 0.01556155 0.01030351 0.00692952];8.708271137999883e-11;6.834494117730397e-13;[0.93424367 0.05269238 0.19633136 0.15908222 0.17094586 0.01740253 0.01696185 0.01930525 0.01683196]
11263;4.247563905671558e-06;0.890370743373729;[0.14298994 0.07346995 0.10101304 0.12646106];[0.0096162  0.01612907 0.01011801 0.00698897];8.708271137999883e-11;6.834494117730397e-13;[0.89957818 0.19671398 0.12897232 0.19727251 0.08401975 0.0166597 0.01820958 0.01182444 0.01701287]
121471;3.895120377079644e-06;0.9083946376669961;[0.14403309 0.07202289 0.10272591 0.12749899];[0.01005613 0.01602059 0.01008224 0.00680393];8.708271137999883e-11;6.834494117730397e-13;[0.88569334 0.13440987 0.10552874 0.10935957 0.06789669 0.01338204 0.01021923 0.01592674 0.01853684]
74159;4.786733597645841e-06;0.9107539744141424;[0.14605331 0.07259321 0.09881929 0.12501245];[0.01036152 0.015833   0.0101984  0.0071427 ];8.708271137999883e-11;6.834494117730397e-13;[0.89105072 0.06981172 0.12536369 0.17052306 0.07012703 0.01063109 0.01029863 0.00926351 0.01441159]
75843;4.711933254410291e-06;0.9136998677630849;[0.14649088 0.07166728 0.09752474 0.12567765];[0.01038761 0.01563904 0.01031293 0.00714116];8.708271137999883e-11;6.834494117730397e-13;[0.84605967 0.14741711 0.17729529 0.0810037  0.1677233  0.01155036 0.01400521 0.00785451 0.01564457]
97677;4.652844625394346e-06;0.9142877708533398;[0.1447486  0.07035066 0.10013533 0.12814965];[0.01007922 0.01572798 0.01044813 0.00721598];8.708271137999883e-11;6.834494117730397e-13;[0.91600039 0.15100062 0.09708768 0.14577578 0.13807511 0.01266012 0.00970493 0.00906526 0.00834961]
75775;4.946155361921464e-06;0.8607233239261038;[0.14416464 0.07798798 0.0988273  0.12358838];[0.00973371 0.01611128 0.00979087 0.00694738];8.708271137999883e-11;6.834494117730397e-13;[0.87143205 0.05087534 0.157409   0.16341093 0.13805488 0.01643073 0.01190324 0.01569641 0.01468837]
91300;4.071134316927147e-06;0.9026619744129003;[0.14379675 0.07262091 0.10197427 0.12634675];[0.00998487 0.01615613 0.01009157 0.00689456];8.708271137999883e-11;6.834494117730397e-13;[0.77136833 0.1280432  0.11598326 0.16124785 0.10349276 0.01188616 0.01177923 0.00778061 0.01370697]
61404;4.798156267031128e-06;0.8999280069150302;[0.14432293 0.07236696 0.09945316 0.12593729];[0.01021281 0.01539912 0.0104986  0.00731508];8.708271137999883e-11;6.834494117730397e-13;[0.77973834 0.1387219  0.12738728 0.12455472 0.1054015  0.01407422 0.00739252 0.01145857 0.01637121]
77232;5.2132057514733835e-06;0.9195949212098258;[0.14430779 0.06913229 0.10222847 0.12843742];[0.01013553 0.01574529 0.01068441 0.00726892];8.708271137999883e-11;6.834494117730397e-13;[0.94136532 0.1439251  0.18085891 0.09921837 0.06851564 0.01760276 0.01172597 0.00924571 0.01478288]
62138;5.656363038594415e-06;0.8249695470085626;[0.14477813 0.08273484 0.10090985 0.12384281];[0.00903448 0.01648117 0.00992862 0.00687034];8.708271137999883e-11;6.834494117730397e-13;[0.82781985 0.1205739  0.1618593  0.07656343 0.19031664 0.0176802 0.01238018 0.01459711 0.01347583]
122686;4.599792672686423e-06;0.895112029454832;[0.14270487 0.07269784 0.10202641 0.12693225];[0.0099686  0.01584222 0.01051589 0.00694823];8.708271137999883e-11;6.834494117730397e-13;[0.73273486 0.07948545 0.06687311 0.05876628 0.0698518  0.01389296 0.00606857 0.00969546 0.01433564]
49592;4.274546860489691e-06;0.9160391174394382;[0.1455315  0.07129442 0.10107778 0.12685646];[0.01024482 0.01566269 0.01022049 0.0070813 ];8.708271137999883e-11;6.834494117730397e-13;[0.83986621 0.19008278 0.06456304 0.18325446 0.08474904 0.00984741 0.01098968 0.01581666 0.01645502]
804;4.819865151071453e-06;0.9019057629727328;[0.14520862 0.07385082 0.10100039 0.12539927];[0.01045212 0.01564386 0.00964905 0.00669375];8.708271137999883e-11;6.834494117730397e-13;[0.91277901 0.16638029 0.16839675 0.16223819 0.12287451 0.01718277 0.01938226 0.01426838 0.01348306]
18561;4.2503536166336665e-06;0.9098280381752033;[0.14523454 0.07277114 0.10203422 0.12577725];[0.01016401 0.01570963 0.01004275 0.00680253];8.708271137999883e-11;6.834494117730397e-13;[0.73000259 0.09393305 0.11047491 0.11590957 0.13953068 0.01183216 0.0089844  0.00718662 0.01735303]
32519;4.289371790447137e-06;0.9266662469353633;[0.14666317 0.06932069 0.10160078 0.12884823];[0.01039977 0.01519359 0.01062999 0.00705056];8.708271137999883e-11;6.834494117730397e-13;[0.75290593 0.05147465 0.17527606 0.14121776 0.12596241 0.00827362 0.01026414 0.01113129 0.00889093]
53688;4.643403138554041e-06;0.9222022724326068;[0.14533266 0.07067207 0.10350401 0.12986821];[0.01086515 0.01597929 0.010599   0.00727607];8.708271137999883e-11;6.834494117730397e-13;[0.88047841 0.0745351  0.17822645 0.09055046 0.15471107 0.01111613 0.01762063 0.01270904 0.00565619]
32527;4.368278347855377e-06;0.9043459248857763;[0.14459033 0.07305382 0.10075924 0.12598458];[0.01084323 0.01584647 0.01037466 0.00719011];8.708271137999883e-11;6.834494117730397e-13;[0.84545486 0.07801039 0.11868791 0.0744804  0.17411215 0.0095727 0.00784286 0.01747745 0.00820584]
111396;4.090483886196516e-06;0.8894421110089482;[0.14442851 0.0744049  0.09845049 0.12304571];[0.00996259 0.01584041 0.01015442 0.00697431];8.708271137999883e-11;6.834494117730397e-13;[0.81166967 0.17951929 0.14160257 0.13287543 0.18965529 0.00557818 0.01319689 0.01370922 0.01635227]
34975;4.407660919935445e-06;0.9220739281591862;[0.14557672 0.07043261 0.10274651 0.129111  ];[0.0101343  0.01596847 0.01039659 0.00717607];8.708271137999883e-11;6.834494117730397e-13;[0.74260406 0.10490883 0.18177674 0.07624667 0.14979725 0.01698028 0.01622358 0.01612748 0.01293102]
113517;4.296740147166236e-06;0.9142710902439942;[0.14263113 0.06913729 0.10325513 0.13044024];[0.01018732 0.01583877 0.01066764 0.00710304];8.708271137999883e-11;6.834494117730397e-13;[0.86807272 0.07945171 0.07188053 0.09811916 0.17089746 0.015811 0.01292184 0.01551154 0.00937348]
80846;4.677696201716452e-06;0.899481373002373;[0.14509748 0.07382709 0.09898507 0.12377562];[0.01028524 0.01565713 0.01016063 0.00713273];8.708271137999883e-11;6.834494117730397e-13;[0.71117681 0.15492753 0.07352345 0.12729204 0.1119766  0.01869618 0.009568   0.01834424 0.01947863]
12153;4.168012867102743e-06;0.9120049767825578;[0.14335748 0.07031521 0.10302113 0.12798243];[0.01026842 0.01578692 0.01067565 0.00694445];8.708271137999883e-11;6.834494117730397e-13;[0.78669518 0.1769579  0.1129651  0.13024602 0.08239324 0.01417932 0.01219485 0.00561418 0.00974714]
42114;4.184308096394914e-06;0.8896557624898046;[0.14478876 0.07470446 0.09851726 0.12396378];[0.00998345 0.01568398 0.00988817 0.00702023];8.708271137999883e-11;6.834494117730397e-13;[0.79581354 0.1194127  0.09143198 0.06172958 0.1152956  0.01025283 0.01760528 0.01412076 0.01816278]
103855;4.3562372369998985e-06;0.9203170771208746;[0.14366548 0.06910894 0.10375729 0.13137731];[0.01034262 0.01605414 0.01078007 0.00711105];8.708271137999883e-11;6.834494117730397e-13;[0.79679364 0.05648596 0.07049799 0.06924344 0.1426925  0.01772287 0.01129228 0.00685148 0.01182205]
85249;4.0282587342462186e-06;0.9149123568380919;[0.14576577 0.07136043 0.099836   0.12742975];[0.01043281 0.01568563 0.0102445  0.00697533];8.708271137999883e-11;6.834494117730397e-13;[0.91706135 0.17338645 0.13824484 0.12442167 0.19205489 0.0171176 0.01592118 0.01331971 0.01390811]
77532;4.392909504706011e-06;0.8922086043439944;[0.14468033 0.0747677  0.09998805 0.12534976];[0.01024399 0.01555135 0.00998384 0.00669465];8.708271137999883e-11;6.834494117730397e-13;[0.93423668 0.16748671 0.18547636 0.19526166 0.19897838 0.00584666 0.00729021 0.00892512 0.01921691]
75503;4.83516528803039e-06;0.8653295895550502;[0.14423313 0.07812363 0.09957446 0.12286531];[0.0097891  0.01626154 0.01011536 0.00706338];8.708271137999883e-11;6.834494117730397e-13;[0.87003489 0.12455528 0.06934429 0.05055217 0.17076702 0.00634038 0.0141649  0.01116793 0.00589141]
64939;4.246848804257382e-06;0.8996358189559123;[0.14399314 0.07213971 0.09840714 0.12481413];[0.01022841 0.01592653 0.01013114 0.00713053];8.708271137999883e-11;6.834494117730397e-13;[0.80062416 0.10607192 0.10982927 0.09129128 0.12837261 0.01644319 0.01607514 0.01026955 0.01014677]
52068;4.0194795326534835e-06;0.9292499831628976;[0.14682059 0.07030509 0.10333594 0.13113013];[0.01056963 0.01597623 0.01019776 0.00698971];8.708271137999883e-11;6.834494117730397e-13;[0.93927436 0.17319959 0.08946913 0.14446033 0.1386675  0.01545165 0.01995904 0.01100653 0.01827104]
88896;4.519439816495256e-06;0.9133548149061197;[0.14373855 0.06993591 0.10185187 0.12968928];[0.01003569 0.01576843 0.01074222 0.00708293];8.708271137999883e-11;6.834494117730397e-13;[0.86815948 0.09986428 0.18572629 0.15992798 0.10173367 0.00795284 0.00578485 0.00898306 0.01652719]
38288;4.148300275054479e-06;0.8753865235777198;[0.14253322 0.07458698 0.10029498 0.12403109];[0.00957244 0.01577474 0.00989887 0.00682301];8.708271137999883e-11;6.834494117730397e-13;[0.91899978 0.18329023 0.18924747 0.11083405 0.19877598 0.00625733 0.01925499 0.01998394 0.01886523]
114426;4.184763591217174e-06;0.881900642825955;[0.14275886 0.07369566 0.09937788 0.12476747];[0.00950066 0.01592545 0.01044755 0.00719484];8.708271137999883e-11;6.834494117730397e-13;[0.878082   0.08856823 0.1879054  0.097926   0.08217444 0.01109148 0.01287711 0.01097315 0.01707307]
60842;4.3994945018732895e-06;0.9286038656423944;[0.14681381 0.07023581 0.10393832 0.12987979];[0.01020772 0.0156088  0.01036645 0.00724885];8.708271137999883e-11;6.834494117730397e-13;[0.93017103 0.17076479 0.14501039 0.12838773 0.14810602 0.00647025 0.01109696 0.00720263 0.0111576 ]
43947;4.488748658111794e-06;0.8946579767122734;[0.14195063 0.07127915 0.10058422 0.12593182];[0.00996313 0.01581353 0.01075965 0.00753947];8.708271137999883e-11;6.834494117730397e-13;[0.85953423 0.05803375 0.10443479 0.06475465 0.05450355 0.0140831 0.01824264 0.01880867 0.00827901]
82337;4.359820409108975e-06;0.9381188648378401;[0.14743747 0.06883471 0.10522441 0.1347768 ];[0.01099301 0.01613606 0.01093833 0.00721971];8.708271137999883e-11;6.834494117730397e-13;[0.92079898 0.18406901 0.13634376 0.10577242 0.19729636 0.01445626 0.01362353 0.01880752 0.01986823]
73926;4.957221817399928e-06;0.9083641436056135;[0.1446885  0.07281087 0.10195957 0.1262975 ];[0.01089247 0.01600707 0.01017815 0.00706093];8.708271137999883e-11;6.834494117730397e-13;[0.88848633 0.05298382 0.08977219 0.16221847 0.07074302 0.00981421 0.01611573 0.00521241 0.00903996]
94577;4.731043046928259e-06;0.8732751975279767;[0.14119829 0.07385747 0.10198444 0.12643681];[0.00922069 0.01629666 0.01039925 0.00730451];8.708271137999883e-11;6.834494117730397e-13;[0.87509108 0.08094439 0.10874683 0.10238833 0.17558913 0.01402459 0.00750286 0.01003748 0.00889362]
56292;4.618566929892132e-06;0.9139598069551537;[0.14557238 0.07228598 0.10190218 0.12692826];[0.01058976 0.0156721  0.01018054 0.0069507 ];8.708271137999883e-11;6.834494117730397e-13;[0.94099064 0.18443175 0.18788162 0.0581372  0.16316132 0.01659787 0.01495557 0.01299163 0.01250719]
106353;3.8050862355905606e-06;0.8905547105655798;[0.14481808 0.07530652 0.09985471 0.12413953];[0.00999197 0.01579194 0.01016354 0.00695627];8.708271137999883e-11;6.834494117730397e-13;[0.81128827 0.12797597 0.15893874 0.09195858 0.18410678 0.00795883 0.0103393  0.01136263 0.00789548]
4698;4.269575612499787e-06;0.9104044731302199;[0.14474029 0.07170578 0.10125525 0.12696076];[0.01021019 0.01586474 0.01022554 0.00703365];8.708271137999883e-11;6.834494117730397e-13;[0.7287751  0.14634492 0.11996467 0.1545862  0.18492735 0.01454709 0.01211517 0.00510057 0.00806092]
75072;4.376502625564153e-06;0.9123427433365624;[0.14502419 0.07145714 0.10058085 0.12703847];[0.01047835 0.01587235 0.00993467 0.00711226];8.708271137999883e-11;6.834494117730397e-13;[0.71942991 0.187494   0.11032607 0.10901366 0.16980574 0.00730264 0.01636881 0.0080659  0.00834121]
69008;4.50357382610425e-06;0.9068978520672671;[0.14418977 0.07232413 0.1015469  0.12727509];[0.00973476 0.01597158 0.01036051 0.0070598 ];8.708271137999883e-11;6.834494117730397e-13;[0.83034792 0.0722133  0.17863565 0.18019914 0.14259914 0.01549482 0.01137867 0.01512687 0.01830334]
101505;4.154306922616537e-06;0.9177215391008788;[0.14564025 0.07141086 0.10210675 0.12745722];[0.01021687 0.01565969 0.01033411 0.00697745];8.708271137999883e-11;6.834494117730397e-13;[0.86334485 0.18603863 0.14605389 0.0792891  0.12537807 0.00714197 0.01508848 0.01589221 0.01587279]
10271;3.985263809826454e-06;0.8924132927044149;[0.14332268 0.07301579 0.09955485 0.12558565];[0.00985353 0.01622206 0.01080823 0.00720142];8.708271137999883e-11;6.834494117730397e-13;[0.85739211 0.16264408 0.16838363 0.09929282 0.1960963  0.00921608 0.01866053 0.0094486  0.01458377]
37697;4.889890951872583e-06;0.9240242873403542;[0.14398929 0.06834199 0.1049878  0.13210387];[0.00992713 0.01556937 0.0105684  0.00704415];8.708271137999883e-11;6.834494117730397e-13;[0.94277439 0.08856587 0.07404279 0.09085375 0.1072734  0.00932956 0.01683168 0.0120919  0.01002142]
46451;4.5715593861558425e-06;0.8814150753442445;[0.1431879  0.07491475 0.10027339 0.12461843];[0.00983157 0.01620272 0.01043297 0.00741365];8.708271137999883e-11;6.834494117730397e-13;[0.80371638 0.12561129 0.10850871 0.11867058 0.11850113 0.00668069 0.0180076  0.01942448 0.0121136 ]
85682;4.6508493291255025e-06;0.9097166602476863;[0.14496236 0.07195998 0.10086379 0.12656842];[0.00998364 0.01561539 0.01043559 0.00723443];8.708271137999883e-11;6.834494117730397e-13;[0.93243068 0.19964842 0.06174125 0.19924315 0.16755867 0.01586687 0.00913296 0.00904692 0.01344277]
15552;4.662239549826407e-06;0.8648919359204158;[0.14313731 0.07700287 0.09988384 0.12446068];[0.00958442 0.01662463 0.01045008 0.00712604];8.708271137999883e-11;6.834494117730397e-13;[0.82549388 0.05177279 0.18356855 0.0956526  0.19567739 0.01339245 0.00815327 0.00565412 0.01834133]
12705;4.183373793484396e-06;0.9050744701037376;[0.14445562 0.0732853  0.10174242 0.12627324];[0.00998152 0.01601359 0.01061121 0.0070407 ];8.708271137999883e-11;6.834494117730397e-13;[0.72347932 0.09495138 0.14773181 0.09297275 0.12441702 0.01905414 0.019738   0.01988675 0.00984278]
10308;4.358814364154401e-06;0.901197323547344;[0.14377416 0.07298345 0.10256358 0.12711345];[0.00996527 0.01582312 0.01019827 0.00701295];8.708270697681476e-11;6.834494640739641e-13;[0.90607904 0.09494622 0.1593862  0.16143506 0.12653653 0.0151533 0.01962712 0.008329   0.01569563]
9207;4.322855086418071e-06;0.9335164077184953;[0.14624799 0.06883933 0.1055913  0.13301188];[0.01058538 0.01562081 0.01065562 0.00706753];8.708270697681476e-11;6.834494640739641e-13;[0.80189963 0.08548202 0.14309586 0.12377    0.12611045 0.01227166 0.01434232 0.01734602 0.01504435]
5680;4.4049131308487185e-06;0.8580134440109697;[0.14293746 0.07812127 0.10154994 0.12427167];[0.00971588 0.01632446 0.00985529 0.00702264];8.708270697681476e-11;6.834494640739641e-13;[0.79836013 0.19080675 0.11348384 0.17720339 0.17572485 0.01266901 0.00955742 0.01619784 0.01056908]
24954;4.164224316223998e-06;0.9077555084318055;[0.14427173 0.07216729 0.10228671 0.12668194];[0.01027549 0.01608866 0.01009928 0.00698534];8.708270697681476e-11;6.834494640739641e-13;[0.80016896 0.13968651 0.107427   0.15286803 0.06424991 0.01943738 0.01309222 0.01254446 0.01851438]
9935;4.191952814474257e-06;0.9047543208811765;[0.14350758 0.07172005 0.10174628 0.1273406 ];[0.00997278 0.0159944  0.01038829 0.00692293];8.708270697681476e-11;6.834494640739641e-13;[0.85133161 0.18608758 0.11912105 0.12042171 0.12880117 0.01990441 0.01860334 0.01260549 0.00864483]
3027;4.1208692456877195e-06;0.8736955573789341;[0.1432916  0.07536551 0.09823404 0.12386414];[0.00988656 0.01596378 0.01033693 0.00718692];8.708270697681476e-11;6.834494640739641e-13;[0.74666838 0.05624357 0.05053787 0.17288057 0.15315629 0.00550413 0.00880439 0.00921912 0.00863604]
1018;4.2522417101974235e-06;0.9259046624678066;[0.14540949 0.06917655 0.10284943 0.13046886];[0.01035751 0.0159727  0.0104599  0.00707814];8.708270697681476e-11;6.834494640739641e-13;[0.74736292 0.19739812 0.16032705 0.1776251  0.17479865 0.01895498 0.013369   0.01366703 0.00622151]
23273;4.3394463794774345e-06;0.8565666510325041;[0.14538681 0.07910418 0.09674962 0.12117132];[0.00946603 0.01614867 0.00996931 0.00711795];8.708270697681476e-11;6.834494640739641e-13;[0.7555579  0.17310689 0.10326304 0.17031144 0.16946214 0.01905512 0.01140177 0.00938902 0.0119904 ]
12777;4.161988635502427e-06;0.9041295973262397;[0.1431188  0.07095545 0.1009823  0.12750738];[0.01001006 0.01588793 0.01056075 0.00708869];8.708270697681476e-11;6.834494640739641e-13;[0.93877061 0.06234213 0.09402476 0.15192938 0.07292742 0.0144355 0.01408625 0.01280208 0.0164439 ]
18839;4.3563372178386515e-06;0.9068667891217864;[0.14283254 0.07043294 0.10266964 0.12642854];[0.00960646 0.01564923 0.01038294 0.00714545];8.708270697681476e-11;6.834494640739641e-13;[0.7130925  0.1311453  0.14369686 0.16673076 0.08552867 0.01434964 0.01275717 0.01046273 0.01930949]
2130;4.1071485717364165e-06;0.9299884274894675;[0.14713488 0.07027981 0.10334108 0.13135024];[0.01094551 0.01581936 0.01054504 0.00706312];8.708270697681476e-11;6.834494640739641e-13;[0.8573488  0.09961337 0.0649329  0.12799358 0.10925272 0.01405618 0.01003015 0.00743936 0.00716355]
13017;4.148564064353328e-06;0.9037130971244156;[0.14339834 0.07158712 0.10067007 0.12660247];[0.01013894 0.01594938 0.01069625 0.00713913];8.708270697681476e-11;6.834494640739641e-13;[0.81729807 0.05447237 0.0822078  0.1615135  0.06441346 0.01735483 0.01931099 0.00920041 0.00591972]
17527;4.2985012569765925e-06;0.8970608409977784;[0.14406582 0.0740287  0.10129878 0.12514643];[0.01048094 0.01612878 0.01003631 0.00692987];8.708270697681476e-11;6.834494640739641e-13;[0.76711439 0.12874296 0.07256221 0.05036201 0.10669506 0.01515129 0.01656592 0.0129598  0.01177129]
20092;4.20535047942014e-06;0.9015214671600342;[0.14423822 0.07327957 0.10109961 0.12628555];[0.01016882 0.01618825 0.01007004 0.00681099];8.708270697681476e-11;6.834494640739641e-13;[0.87616733 0.16686289 0.13868084 0.06358081 0.12471549 0.01724425 0.01421076 0.00656665 0.01738242]
7948;4.530909714457544e-06;0.8882685146704022;[0.14370722 0.07477915 0.10047389 0.12584578];[0.01003281 0.01605862 0.01026003 0.00681325];8.708270697681476e-11;6.834494640739641e-13;[0.82183708 0.13255068 0.19280626 0.11179418 0.07177667 0.01977487 0.01452026 0.0176628  0.01174731]
24221;5.133059587584209e-06;0.9077781580757565;[0.14541038 0.07256781 0.09844679 0.12520335];[0.01056304 0.01601058 0.01032977 0.00712174];8.708270697681476e-11;6.834494640739641e-13;[0.93984336 0.07924725 0.14692471 0.1252804  0.17903861 0.01400597 0.01532096 0.01696487 0.01609194]
11177;4.59928508746433e-06;0.9355206295084276;[0.14997412 0.07190074 0.10231509 0.13021072];[0.01142712 0.0154424  0.01064289 0.00738388];8.708270697681476e-11;6.834494640739641e-13;[0.90584869 0.19115867 0.16986452 0.16897188 0.13694797 0.01588092 0.01940906 0.00933234 0.00733073]
15076;4.637147936425334e-06;0.89208607818975;[0.14422493 0.07451545 0.10003461 0.12534225];[0.00996545 0.01608322 0.01020534 0.00691153];8.708270697681476e-11;6.834494640739641e-13;[0.8676627  0.13400421 0.14406476 0.0730534  0.06625676 0.00660419 0.01605832 0.00981158 0.01003058]
1860;4.296479140375891e-06;0.8986747352489788;[0.14441955 0.07287548 0.09977272 0.12532106];[0.00995244 0.01550319 0.01009931 0.0071677 ];8.708270697681476e-11;6.834494640739641e-13;[0.89699083 0.13245818 0.07781529 0.1274135  0.13023569 0.00838837 0.01524448 0.01096672 0.00953483]
21462;4.161050958557867e-06;0.932300893732841;[0.14781592 0.07054346 0.1028766  0.13089103];[0.0114411  0.01599515 0.01091886 0.00718376];8.708270697681476e-11;6.834494640739641e-13;[0.91772949 0.12771685 0.19576552 0.07042873 0.13347902 0.01883626 0.00730165 0.01934104 0.01360888]
15059;4.460055326814087e-06;0.9086702775841368;[0.14497231 0.07273405 0.10206928 0.12659513];[0.01000878 0.01604576 0.00997364 0.00703654];8.708270697681476e-11;6.834494640739641e-13;[0.9211749  0.17131637 0.15332472 0.10002039 0.06440715 0.0095304 0.0175681  0.0135032  0.01193484]
20086;4.730949396558406e-06;0.8987400094121243;[0.14424367 0.07357058 0.10066382 0.12647571];[0.0100757  0.01593031 0.01015945 0.00690821];8.708270697681476e-11;6.834494640739641e-13;[0.76272995 0.15435334 0.06610643 0.11910075 0.13352364 0.01156657 0.00601737 0.01410865 0.00526601]
14445;4.4614022489530254e-06;0.8980439135961429;[0.14409901 0.07300174 0.09990038 0.12564058];[0.01000831 0.01591889 0.01029639 0.00709869];8.708270697681476e-11;6.834494640739641e-13;[0.93846066 0.16887379 0.09378761 0.1722207  0.18640394 0.01202208 0.00863323 0.00727393 0.01026859]
19706;4.846979716761751e-06;0.9145084992599987;[0.14587911 0.07178168 0.10003703 0.12662972];[0.0106138  0.01568245 0.01046349 0.00707135];8.708270697681476e-11;6.834494640739641e-13;[0.87735728 0.07201505 0.1925816  0.05951326 0.17220752 0.00927915 0.01929291 0.01269648 0.00630039]
6804;4.313336906777549e-06;0.8978283488055948;[0.14596566 0.07493805 0.09837956 0.1233634 ];[0.01043296 0.01578195 0.00999697 0.00718681];8.708270697681476e-11;6.834494640739641e-13;[0.88774935 0.11705917 0.0765342  0.06118473 0.069821   0.00900599 0.01546821 0.01445623 0.00701698]
23694;5.385451656841506e-06;0.9083960803843321;[0.1427516  0.07056509 0.1035534  0.12865892];[0.01037327 0.01586138 0.01071876 0.00714552];8.708270697681476e-11;6.834494640739641e-13;[0.91953663 0.16756769 0.17586673 0.11282233 0.09173477 0.00566478 0.00890957 0.01837553 0.01579294]
17564;4.3738304984816295e-06;0.9054920900144116;[0.14383749 0.07150922 0.10094585 0.12649676];[0.010227   0.01564718 0.01059728 0.00723754];8.708270697681476e-11;6.834494640739641e-13;[0.76523065 0.15537397 0.19072776 0.10583685 0.06184013 0.01642996 0.01484765 0.01722388 0.0064446 ]
12221;4.433558248425634e-06;0.8597013752143503;[0.14408693 0.07859023 0.10065994 0.12370426];[0.00946681 0.01617991 0.00972791 0.00684981];8.708270697681476e-11;6.834494640739641e-13;[0.83784827 0.07959736 0.07812045 0.0989095  0.1708684  0.01248766 0.01752718 0.0147791  0.01988249]
21194;5.317486453766687e-06;0.907706306794664;[0.14396318 0.07181672 0.10177351 0.1268046 ];[0.01038525 0.01599211 0.01031528 0.0069451 ];8.708270697681476e-11;6.834494640739641e-13;[0.8508474  0.12276616 0.15201514 0.15746668 0.13044453 0.01325562 0.01614448 0.01700753 0.01352446]
8790;4.536683916417957e-06;0.9189119066582121;[0.14431262 0.07071347 0.10464852 0.12902838];[0.01014593 0.01616516 0.01012498 0.00683708];8.708270697681476e-11;6.834494640739641e-13;[0.86097549 0.1015786 0.09203529 0.05651968 0.1660507  0.01025116 0.01528219 0.00530809 0.01018314]
119009;4.276135359209736e-06;0.9040710859790647;[0.14514663 0.07291824 0.09854322 0.12492718];[0.01036002 0.01590147 0.01060829 0.00722173];8.708271137999883e-11;6.834494117730397e-13;[0.74286387 0.15160156 0.17454785 0.19648539 0.07584409 0.01027375 0.008443   0.01039128 0.00757097]
23591;4.4452301256914755e-06;0.901427798387697;[0.14499564 0.07370342 0.09967207 0.12480049];[0.01053611 0.01602361 0.01008732 0.00685462];8.708271137999883e-11;6.834494117730397e-13;[0.88075073 0.08544931 0.12795502 0.11341436 0.11873379 0.01721032 0.01897794 0.0137278  0.01614804]
37292;4.205191845788179e-06;0.882474348767577;[0.14466438 0.07570277 0.09872984 0.12294753];[0.00988455 0.01590121 0.00979437 0.0068025 ];8.708271137999883e-11;6.834494117730397e-13;[0.75481763 0.11118606 0.05254825 0.05169836 0.08922679 0.00594734 0.01907041 0.01613895 0.01796282]
54149;4.335460270695695e-06;0.9136737870671784;[0.14431497 0.06978009 0.1019838  0.12775076];[0.00990204 0.01527499 0.01008217 0.00699722];8.708271137999883e-11;6.834494117730397e-13;[0.91851585 0.06561385 0.19330199 0.19596984 0.14448357 0.00607133 0.01323524 0.01000766 0.01205653]
33795;4.451208117494672e-06;0.9114757268210376;[0.14555622 0.0721132  0.09952958 0.12644149];[0.01018513 0.01600402 0.01050157 0.00716319];8.708271137999883e-11;6.834494117730397e-13;[0.9153985  0.15630417 0.10873673 0.16384219 0.10322829 0.01135488 0.00818654 0.01477202 0.01260162]
83470;5.01512825333036e-06;0.8804584149888518;[0.14253529 0.07434182 0.10035506 0.12570531];[0.00987465 0.01637284 0.01036863 0.00718888];8.708271137999883e-11;6.834494117730397e-13;[0.7010222  0.18988077 0.10957218 0.0503528  0.17784807 0.01194355 0.00640371 0.01427663 0.01222569]
79453;4.344272251486016e-06;0.901648227045688;[0.14419615 0.07278633 0.1005889  0.12626568];[0.01007733 0.01581063 0.01040701 0.00697738];8.708271137999883e-11;6.834494117730397e-13;[0.71492415 0.08691733 0.17585339 0.08124199 0.18103977 0.01410769 0.00980859 0.00998594 0.01473086]
55488;4.335654858790549e-06;0.923638729808829;[0.14598167 0.07142061 0.10358439 0.12850349];[0.0113061  0.01640083 0.01002734 0.00693914];8.708271137999883e-11;6.834494117730397e-13;[0.93165181 0.12556788 0.1009855  0.06027798 0.14700983 0.00758096 0.01686483 0.01646699 0.00558497]
9057;3.744866407696355e-06;0.9202827626943624;[0.14429299 0.06967453 0.10404774 0.12954284];[0.01020201 0.01586647 0.01048762 0.0068278 ];8.708271137999883e-11;6.834494117730397e-13;[0.80951146 0.16280509 0.06951306 0.06448949 0.14430414 0.00665689 0.00964577 0.01499735 0.01804266]
57967;4.511902552104201e-06;0.909877076941446;[0.144099   0.07083911 0.10173388 0.12833585];[0.01015299 0.01581019 0.01011077 0.00672825];8.708271137999883e-11;6.834494117730397e-13;[0.93959511 0.15355923 0.16550138 0.18103076 0.12894311 0.01498081 0.01702291 0.0192926  0.01065723]
